,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Address Type,City,Landmark,Status,Borough
51498,10/20/2013 09:06:10 PM,10/20/2013 10:45:29 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11216.0,ADDRESS,BROOKLYN,,Closed,BROOKLYN
51499,10/20/2013 09:06:00 PM,10/23/2013 10:55:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11235.0,INTERSECTION,BROOKLYN,,Closed,BROOKLYN
51500,10/20/2013 09:05:40 PM,10/30/2013 09:50:38 AM,DOT,Department of Transportation,Street Condition,Cave-in,Street,11379.0,ADDRESS,MIDDLE VILLAGE,,Closed,QUEENS
51501,10/20/2013 09:05:00 PM,10/20/2013 09:40:00 PM,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,,INTERSECTION,,,Closed,BRONX
51502,10/20/2013 09:04:34 PM,10/20/2013 10:14:57 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51503,10/20/2013 09:02:55 PM,10/21/2013 07:53:44 AM,DOF,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,,,Closed,Unspecified
51504,10/20/2013 09:00:46 PM,10/20/2013 09:19:31 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11374.0,ADDRESS,REGO PARK,,Closed,QUEENS
51505,10/20/2013 09:00:20 PM,10/21/2013 02:54:22 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11354.0,ADDRESS,FLUSHING,,Closed,QUEENS
51506,10/20/2013 08:59:11 PM,,TLC,Correspondence - Taxi and Limousine Commission,Taxi Compliment,Driver Compliment,,,,,,Open,Unspecified
51507,10/20/2013 08:57:42 PM,10/21/2013 12:07:40 AM,NYPD,New York City Police Department,Animal Abuse,Chained,Residential Building/House,10467.0,INTERSECTION,BRONX,,Closed,BRONX
51508,10/20/2013 08:57:37 PM,10/20/2013 09:22:42 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467.0,ADDRESS,BRONX,,Closed,BRONX
51509,10/20/2013 08:57:32 PM,10/20/2013 08:58:33 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,,,Closed,Unspecified
51510,10/20/2013 08:56:33 PM,10/21/2013 07:53:43 AM,DOF,Department of Finance,DOF Literature Request,A Tenant's Guide to DRIE,,,,,,Closed,Unspecified
51511,10/20/2013 08:56:30 PM,10/21/2013 06:43:51 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10308.0,INTERSECTION,STATEN ISLAND,,Closed,STATEN ISLAND
51512,10/20/2013 08:56:18 PM,10/20/2013 10:29:45 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368.0,INTERSECTION,CORONA,,Closed,QUEENS
51513,10/20/2013 08:55:19 PM,10/20/2013 10:59:09 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378.0,ADDRESS,MASPETH,,Closed,QUEENS
51514,10/20/2013 08:53:02 PM,10/21/2013 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,,,,,Assigned,QUEENS
51515,10/20/2013 08:52:40 PM,10/21/2013 01:18:08 PM,FDNY,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,On Site Test,Street Address,10019.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51516,10/20/2013 08:51:01 PM,,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10452.0,ADDRESS,BRONX,,Open,BRONX
51517,10/20/2013 08:50:47 PM,10/20/2013 10:44:24 PM,NYPD,New York City Police Department,Animal Abuse,Other (complaint details),Residential Building/House,10470.0,ADDRESS,BRONX,,Closed,BRONX
51518,10/20/2013 08:50:00 PM,10/22/2013 10:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10013.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51519,10/20/2013 08:49:43 PM,,FDNY,FDNY,Compliment,Compliments,,,,,,Email Sent,Unspecified
51520,10/20/2013 08:49:18 PM,10/28/2013 01:57:54 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Beach,10305.0,,STATEN ISLAND,,Closed,STATEN ISLAND
51521,10/20/2013 08:48:56 PM,10/21/2013 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,,,,,Assigned,QUEENS
51522,10/20/2013 08:47:45 PM,10/22/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10003.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51523,10/20/2013 08:46:27 PM,10/20/2013 10:26:35 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10472.0,ADDRESS,BRONX,,Closed,BRONX
51524,10/20/2013 08:46:05 PM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Kitchen/Food Prep Area,Other (Explain Below),10463.0,ADDRESS,BRONX,,Assigned,BRONX
51525,10/20/2013 08:45:18 PM,10/20/2013 10:26:33 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10467.0,ADDRESS,BRONX,,Closed,BRONX
51526,10/20/2013 08:45:00 PM,10/22/2013 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11238.0,ADDRESS,BROOKLYN,,Closed,BROOKLYN
51527,10/20/2013 08:44:15 PM,10/20/2013 10:41:17 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11368.0,ADDRESS,CORONA,,Closed,QUEENS
51528,10/20/2013 08:43:30 PM,10/20/2013 10:17:05 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11375.0,ADDRESS,FOREST HILLS,,Closed,QUEENS
51529,10/20/2013 08:43:19 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10002.0,INTERSECTION,NEW YORK,,Assigned,MANHATTAN
51530,10/20/2013 08:42:30 PM,10/21/2013 12:32:45 PM,FDNY,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,On Site Test,Street Address,10018.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51531,10/20/2013 08:41:15 PM,10/20/2013 10:32:54 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11691.0,ADDRESS,FAR ROCKAWAY,,Closed,QUEENS
51532,10/20/2013 08:40:00 PM,10/20/2013 08:50:00 PM,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,INTERSECTION,,,Closed,MANHATTAN
51533,10/20/2013 08:39:52 PM,10/20/2013 10:39:12 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204.0,ADDRESS,BROOKLYN,,Closed,BROOKLYN
51534,10/20/2013 08:38:56 PM,10/20/2013 10:28:43 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11368.0,INTERSECTION,CORONA,,Closed,QUEENS
51535,10/20/2013 08:37:42 PM,10/21/2013 01:14:55 PM,FDNY,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,On Site Test,Street Address,10018.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51536,10/20/2013 08:35:12 PM,10/25/2013 02:11:41 PM,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11237.0,ADDRESS,BROOKLYN,,Closed,BROOKLYN
51537,10/20/2013 08:33:44 PM,10/20/2013 11:03:23 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10472.0,ADDRESS,BRONX,,Closed,BRONX
51538,10/20/2013 08:33:17 PM,10/20/2013 09:19:31 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11374.0,ADDRESS,REGO PARK,,Closed,QUEENS
51539,10/20/2013 08:32:15 PM,10/21/2013 01:43:05 AM,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10014.0,INTERSECTION,NEW YORK,,Closed,MANHATTAN
51540,10/20/2013 08:30:08 PM,10/21/2013 02:59:39 AM,DOT,Department of Transportation,Highway Condition,Dead Animal,Highway,10473.0,,BRONX,,Closed,BRONX
51541,10/20/2013 08:30:05 PM,10/21/2013 12:26:15 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11105.0,ADDRESS,ASTORIA,,Closed,QUEENS
51542,10/20/2013 08:30:00 PM,10/24/2013 12:30:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,INTERSECTION,,,Closed,MANHATTAN
51543,10/20/2013 08:28:32 PM,10/20/2013 08:53:33 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11418.0,ADDRESS,RICHMOND HILL,,Closed,QUEENS
51544,10/20/2013 08:28:00 PM,10/22/2013 01:42:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10306.0,INTERSECTION,STATEN ISLAND,,Closed,STATEN ISLAND
51545,10/20/2013 08:27:31 PM,10/21/2013 06:08:19 PM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10027.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51546,10/20/2013 08:27:00 PM,10/20/2013 08:27:00 PM,DSNY,Queens East 12,Derelict Vehicles,14 Derelict Vehicles,Street,11423.0,ADDRESS,Hollis,,Pending,QUEENS
51547,10/20/2013 08:26:26 PM,10/21/2013 01:19:09 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11370.0,ADDRESS,EAST ELMHURST,,Closed,QUEENS
51548,10/20/2013 08:26:18 PM,10/20/2013 08:29:52 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51549,10/20/2013 08:26:00 PM,10/22/2013 01:42:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10306.0,INTERSECTION,STATEN ISLAND,,Closed,STATEN ISLAND
51550,10/20/2013 08:25:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,Assigned,MANHATTAN
51551,10/20/2013 08:24:25 PM,10/25/2013 10:36:31 AM,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Grating - Defective,Sidewalk,10001.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51552,10/20/2013 08:24:00 PM,10/20/2013 08:24:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11203.0,INTERSECTION,BROOKLYN,,Pending,BROOKLYN
51553,10/20/2013 08:21:59 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,11201.0,ADDRESS,BROOKLYN,,Assigned,BROOKLYN
51554,10/20/2013 08:21:11 PM,,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,11432.0,ADDRESS,Jamaica,,Open,QUEENS
51555,10/20/2013 08:19:41 PM,10/20/2013 09:58:08 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10021.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51556,10/20/2013 08:19:00 PM,10/22/2013 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11203.0,INTERSECTION,BROOKLYN,,Closed,BROOKLYN
51557,10/20/2013 08:18:11 PM,10/20/2013 09:20:36 PM,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11218.0,INTERSECTION,BROOKLYN,,Closed,BROOKLYN
51558,10/20/2013 08:18:05 PM,,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10306.0,ADDRESS,STATEN ISLAND,,Open,STATEN ISLAND
51559,10/20/2013 08:18:00 PM,10/21/2013 10:06:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11419.0,ADDRESS,South Richmond Hill,,Closed,QUEENS
51560,10/20/2013 08:17:58 PM,10/20/2013 09:10:10 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51561,10/20/2013 08:17:03 PM,10/20/2013 08:21:33 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10039.0,INTERSECTION,NEW YORK,,Closed,MANHATTAN
51562,10/20/2013 08:17:00 PM,,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10306.0,ADDRESS,STATEN ISLAND,,Open,STATEN ISLAND
51563,10/20/2013 08:16:00 PM,10/20/2013 08:16:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11203.0,INTERSECTION,BROOKLYN,,Pending,BROOKLYN
51564,10/20/2013 08:15:50 PM,10/20/2013 11:24:29 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11367.0,BLOCKFACE,FLUSHING,,Closed,QUEENS
51565,10/20/2013 08:13:59 PM,,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10306.0,ADDRESS,STATEN ISLAND,,Open,STATEN ISLAND
51566,10/20/2013 08:13:58 PM,10/20/2013 08:23:38 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51567,10/20/2013 08:12:43 PM,10/20/2013 11:12:47 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030.0,INTERSECTION,NEW YORK,,Closed,MANHATTAN
51568,10/20/2013 08:12:04 PM,10/20/2013 10:46:32 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10456.0,INTERSECTION,BRONX,,Closed,BRONX
51569,10/20/2013 08:10:48 PM,10/20/2013 10:14:58 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11356.0,ADDRESS,COLLEGE POINT,,Closed,QUEENS
51570,10/20/2013 08:10:46 PM,,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,,10001.0,ADDRESS,NEW YORK,,Open,MANHATTAN
51571,10/20/2013 08:10:46 PM,10/21/2013 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,11691.0,ADDRESS,Far Rockaway,,Closed,QUEENS
51572,10/20/2013 08:10:22 PM,10/20/2013 10:58:05 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11378.0,INTERSECTION,MASPETH,,Closed,QUEENS
51573,10/20/2013 08:09:23 PM,,TLC,Correspondence - Taxi and Limousine Commission,Taxi Compliment,Driver Compliment,,,,,,Open,Unspecified
51574,10/20/2013 08:09:01 PM,10/20/2013 08:24:42 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51575,10/20/2013 08:08:00 PM,10/21/2013 12:00:00 PM,DSNY,BCC - Bronx,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10466.0,ADDRESS,BRONX,,Closed,BRONX
51576,10/20/2013 08:07:01 PM,10/24/2013 09:41:00 AM,DCA,Department of Consumer Affairs,DCA / DOH New License Application Request,Home Improvement Contractor License,,,,,,Closed,Unspecified
51577,10/20/2013 08:06:26 PM,10/20/2013 10:46:33 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11362.0,ADDRESS,LITTLE NECK,,Closed,QUEENS
51578,10/20/2013 08:04:06 PM,10/20/2013 08:24:41 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51579,10/20/2013 08:02:11 PM,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11103.0,ADDRESS,ASTORIA,,Assigned,QUEENS
51580,10/20/2013 08:01:44 PM,10/20/2013 08:12:02 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012.0,INTERSECTION,NEW YORK,,Closed,MANHATTAN
51581,10/20/2013 08:01:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11417.0,INTERSECTION,Ozone Park,,Assigned,QUEENS
51582,10/20/2013 07:59:21 PM,10/21/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,,,,,Closed,BROOKLYN
51583,10/20/2013 07:58:51 PM,10/20/2013 11:14:55 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208.0,ADDRESS,BROOKLYN,,Closed,BROOKLYN
51584,10/20/2013 07:57:49 PM,10/20/2013 08:07:57 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51585,10/20/2013 07:55:50 PM,,DOT,Department of Transportation,Sidewalk Condition,Defacement,Sidewalk,11226.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
51586,10/20/2013 07:51:20 PM,10/20/2013 09:44:33 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10466.0,BLOCKFACE,BRONX,,Closed,BRONX
51587,10/20/2013 07:51:09 PM,10/20/2013 07:52:11 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,,,Closed,Unspecified
51588,10/20/2013 07:51:00 PM,10/21/2013 12:00:00 PM,DSNY,Queens East 10,Sanitation Condition,12 Dead Animals,Sidewalk,11419.0,ADDRESS,South Richmond Hill,,Closed,QUEENS
51589,10/20/2013 07:51:00 PM,10/24/2013 03:16:00 PM,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11435.0,ADDRESS,Jamaica,,Closed,QUEENS
51590,10/20/2013 07:49:38 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10036.0,ADDRESS,NEW YORK,,Assigned,MANHATTAN
51591,10/20/2013 07:49:00 PM,10/21/2013 10:35:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11223.0,INTERSECTION,BROOKLYN,,Closed,BROOKLYN
51592,10/20/2013 07:49:00 PM,,DSNY,Lot Cleaning,Vacant Lot,8 Request to Clean Vacant Lot,Lot,11412.0,INTERSECTION,Saint Albans,,Open,QUEENS
51593,10/20/2013 07:48:50 PM,10/20/2013 10:21:16 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10039.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51594,10/20/2013 07:48:45 PM,10/21/2013 12:26:15 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11419.0,ADDRESS,SOUTH RICHMOND HILL,,Closed,QUEENS
51595,10/20/2013 07:48:08 PM,10/20/2013 08:32:59 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11365.0,ADDRESS,FRESH MEADOWS,,Closed,QUEENS
51596,10/20/2013 07:46:54 PM,10/20/2013 11:22:24 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11236.0,ADDRESS,BROOKLYN,,Closed,BROOKLYN
51597,10/20/2013 07:45:43 PM,10/21/2013 12:22:05 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102.0,ADDRESS,ASTORIA,,Closed,QUEENS
51598,10/20/2013 07:44:48 PM,,DOT,Department of Transportation,Street Condition,Defacement,Street,11209.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
51599,10/20/2013 07:43:51 PM,,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11209.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
51600,10/20/2013 07:41:37 PM,10/20/2013 10:26:30 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10468.0,ADDRESS,BRONX,,Closed,BRONX
51601,10/20/2013 07:39:26 PM,10/20/2013 11:33:03 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11369.0,ADDRESS,EAST ELMHURST,,Closed,QUEENS
51602,10/20/2013 07:39:00 PM,,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11222.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
51603,10/20/2013 07:38:00 PM,10/22/2013 12:00:00 PM,DSNY,Queens East 12,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11433.0,ADDRESS,Jamaica,,Closed,QUEENS
51604,10/20/2013 07:37:29 PM,10/20/2013 10:03:27 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10466.0,BLOCKFACE,BRONX,,Closed,BRONX
51605,10/20/2013 07:36:19 PM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11213.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
51606,10/20/2013 07:35:44 PM,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11236.0,ADDRESS,BROOKLYN,,Assigned,BROOKLYN
51607,10/20/2013 07:35:31 PM,10/20/2013 10:21:16 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10314.0,INTERSECTION,STATEN ISLAND,,Closed,STATEN ISLAND
51608,10/20/2013 07:35:00 PM,10/21/2013 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11207.0,ADDRESS,BROOKLYN,,Closed,BROOKLYN
51609,10/20/2013 07:35:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,INTERSECTION,,,Assigned,MANHATTAN
51610,10/20/2013 07:34:00 PM,,DSNY,Lot Cleaning,Vacant Lot,8 Request to Clean Vacant Lot,Lot,11433.0,ADDRESS,Jamaica,,Open,QUEENS
51611,10/20/2013 07:32:26 PM,,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10314.0,ADDRESS,STATEN ISLAND,,Open,STATEN ISLAND
51612,10/20/2013 07:32:00 PM,10/22/2013 12:00:00 PM,DSNY,Queens East 12,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11433.0,INTERSECTION,Jamaica,,Closed,QUEENS
51613,10/20/2013 07:32:00 PM,10/22/2013 09:57:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10467.0,INTERSECTION,BRONX,,Closed,BRONX
51614,10/20/2013 07:31:08 PM,10/20/2013 09:42:29 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10034.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51615,10/20/2013 07:31:03 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10019.0,ADDRESS,NEW YORK,,Open,MANHATTAN
51616,10/20/2013 07:29:58 PM,10/20/2013 11:14:55 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203.0,ADDRESS,BROOKLYN,,Closed,BROOKLYN
51617,10/20/2013 07:29:57 PM,10/24/2013 02:50:48 PM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10456.0,INTERSECTION,BRONX,,Closed,BRONX
51618,10/20/2013 07:28:00 PM,10/21/2013 12:00:00 PM,DSNY,BCC - Manhattan,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10009.0,ADDRESS,NEW YORK,,Closed,MANHATTAN
51619,10/20/2013 07:27:33 PM,10/20/2013 09:44:35 PM,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10016.0,INTERSECTION,NEW YORK,,Closed,MANHATTAN
51620,10/20/2013 07:27:00 PM,10/21/2013 12:00:00 PM,DSNY,BCC - Brooklyn South,Sanitation Condition,12 Dead Animals,Sidewalk,11215.0,INTERSECTION,BROOKLYN,,Closed,BROOKLYN
51621,10/20/2013 07:26:53 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10011.0,INTERSECTION,NEW YORK,,Assigned,MANHATTAN
51622,10/20/2013 07:26:11 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10021.0,INTERSECTION,NEW YORK,,Assigned,MANHATTAN
51623,10/20/2013 07:26:09 PM,,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10032.0,ADDRESS,NEW YORK,,Open,MANHATTAN
51624,10/20/2013 07:25:17 PM,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,10303.0,ADDRESS,STATEN ISLAND,,Open,STATEN ISLAND
51625,10/20/2013 07:22:29 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10019.0,INTERSECTION,NEW YORK,,Assigned,MANHATTAN
51626,10/20/2013 07:22:09 PM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11229.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
51627,10/20/2013 07:22:00 PM,10/20/2013 07:32:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Base Door,,,INTERSECTION,,,Closed,MANHATTAN
51628,10/20/2013 07:22:00 PM,10/20/2013 07:22:00 PM,DSNY,BCC - Staten Island,Derelict Vehicles,14 Derelict Vehicles,Street,10310.0,ADDRESS,STATEN ISLAND,,Pending,STATEN ISLAND
51629,10/20/2013 07:22:00 PM,10/20/2013 10:36:03 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11204.0,BLOCKFACE,BROOKLYN,,Closed,BROOKLYN
51630,10/20/2013 07:20:41 PM,10/20/2013 08:29:54 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11417.0,ADDRESS,OZONE PARK,,Closed,QUEENS
51631,10/20/2013 07:19:47 PM,10/20/2013 07:47:20 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11358.0,ADDRESS,FLUSHING,,Closed,QUEENS
51632,10/20/2013 07:18:54 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10019.0,INTERSECTION,NEW YORK,,Assigned,MANHATTAN
51633,10/20/2013 07:17:59 PM,10/20/2013 07:54:34 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226.0,LATLONG,BROOKLYN,,Closed,BROOKLYN
51634,10/20/2013 07:17:40 PM,10/20/2013 07:54:33 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11226.0,LATLONG,BROOKLYN,,Closed,BROOKLYN
51635,10/20/2013 07:17:22 PM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,Restaurant/Bar/Deli/Bakery,10128.0,ADDRESS,NEW YORK,,Assigned,MANHATTAN
